sale_id,invoice_id,product_id,customer_id,location_id,date_id,quantity,price,total_revenue
543,24138,6,47,2,20230303,6,434.38,2606.28
544,22424,4,497,2,20230902,2,404.42,808.84
545,28342,8,500,2,20230131,6,42.5,255.0
546,21134,2,453,3,20231123,2,650.15,1300.3
547,25166,4,204,2,20230929,4,853.91,3415.64
548,25694,4,218,3,20231122,3,289.11,867.33
549,26136,4,474,2,20230630,6,532.53,3195.18
550,24164,3,341,2,20230321,6,629.91,3779.46
551,22346,2,39,2,20231214,6,968.18,5809.08
552,25039,7,100,3,20231203,7,121.97,853.79
553,24897,2,289,2,20230306,4,692.35,2769.4
554,28252,3,254,2,20230704,2,584.93,1169.86
555,25041,3,222,2,20230607,2,179.05,358.1
556,21337,8,23,2,20230313,3,519.78,1559.34
557,21184,2,250,2,20230214,8,666.28,5330.24
558,21551,6,246,1,20230402,6,975.77,5854.62
559,21629,5,325,3,20230711,9,475.67,4281.03
560,29519,5,100,4,20230826,7,769.04,5383.28
561,21361,5,223,4,20230809,8,809.14,6473.12
562,25283,7,147,4,20230514,7,429.69,3007.83
563,27610,3,442,2,20230118,7,11.57,80.99
564,21993,1,96,3,20230706,1,350.63,350.63
565,20869,6,257,4,20231027,3,457.66,1372.98
566,20602,1,493,2,20230108,9,158.36,1425.24
567,20690,5,4,2,20230716,4,261.11,1044.44
568,28685,2,16,2,20230406,6,139.04,834.24
569,20489,2,280,2,20230617,3,700.99,2102.97
570,26864,8,336,4,20230318,1,40.08,40.08
571,27240,7,247,4,20230111,5,73.4,367.0
572,28024,5,497,3,20230816,4,419.79,1679.16
573,20294,4,476,4,20231114,5,62.52,312.6
574,25488,1,384,2,20231214,9,267.46,2407.14
575,24027,6,160,2,20230213,1,569.42,569.42
576,22912,1,475,4,20230516,1,787.81,787.81
577,29909,6,340,3,20230515,8,639.86,5118.88
578,24744,5,152,2,20230831,7,918.83,6431.81
579,21873,6,396,2,20230225,9,205.85,1852.65
580,23258,7,178,2,20230329,1,211.74,211.74
581,22817,2,163,3,20230803,8,277.68,2221.44
582,28636,1,380,2,20230927,5,260.14,1300.7
583,23641,5,33,3,20230819,3,25.11,75.33
584,24458,5,417,2,20231027,2,65.19,130.38
585,25307,6,445,2,20231028,8,724.05,5792.4
586,28933,8,179,3,20230806,6,653.59,3921.54
587,22041,2,427,1,20231030,6,495.1,2970.6
588,20679,3,101,1,20230109,8,932.81,7462.48
589,27697,6,417,3,20230309,8,560.06,4480.48
590,28033,3,168,2,20230916,3,316.23,948.69
591,20062,7,330,2,20230903,6,10.41,62.46
592,27829,5,43,1,20230301,6,968.53,5811.18
593,26915,1,285,2,20230519,8,858.62,6868.96
594,28003,4,302,3,20231128,7,165.2,1156.4
595,23278,6,386,3,20230514,7,542.04,3794.28
596,29014,7,499,2,20230121,5,638.81,3194.05
597,28312,7,35,2,20230212,9,581.2,5230.8
598,27552,8,215,2,20230211,4,956.31,3825.24
599,21637,2,337,3,20230203,1,589.99,589.99
600,25103,2,90,1,20230716,6,806.22,4837.32
601,29116,6,264,2,20230823,8,404.07,3232.56
602,20644,2,93,3,20230207,4,804.54,3218.16
603,22032,3,410,2,20230809,1,419.06,419.06
604,20241,8,418,2,20231115,9,659.58,5936.22
605,22668,8,115,2,20230430,4,490.43,1961.72
606,20802,8,105,3,20230515,5,919.85,4599.25
607,25059,5,391,2,20230716,5,453.68,2268.4
608,20195,2,196,2,20230808,9,393.89,3545.01
609,22187,3,314,3,20230912,2,287.9,575.8
610,22330,5,114,2,20230830,5,275.33,1376.65
611,24841,1,493,3,20230902,2,662.73,1325.46
612,23606,6,75,4,20230731,2,770.74,1541.48
613,28468,1,413,4,20231125,4,229.31,917.24
614,20060,7,376,2,20230218,1,475.62,475.62
615,23927,5,420,2,20231017,9,799.57,7196.13
616,26296,6,217,2,20230115,3,848.88,2546.64
617,22591,7,277,3,20230916,6,408.86,2453.16
618,28758,1,249,1,20230608,5,75.63,378.15
619,29763,7,164,2,20230306,3,11.34,34.02
620,26121,4,394,4,20230630,7,825.04,5775.28
621,22854,4,457,2,20230415,8,643.85,5150.8
622,27024,4,408,3,20230528,9,423.95,3815.55
623,29428,2,192,3,20231105,5,993.23,4966.15
624,26972,7,227,2,20231110,3,240.72,722.16
625,20136,8,177,2,20230313,6,958.74,5752.44
626,21029,3,99,4,20230127,5,111.2,556.0
627,22594,6,496,2,20230301,9,986.21,8875.89
628,27206,2,36,4,20230526,4,835.77,3343.08
629,20661,4,466,1,20230406,9,863.71,7773.39
630,22472,8,497,2,20230819,8,689.89,5519.12
631,26219,3,96,4,20230615,3,810.89,2432.67
632,28143,3,152,4,20230714,3,462.45,1387.35
633,26968,5,151,3,20230523,8,430.75,3446.0
634,21700,6,224,1,20230408,8,445.72,3565.76
635,22700,6,37,3,20230718,1,721.42,721.42
636,26815,6,268,2,20230520,5,204.98,1024.9
637,21647,5,369,4,20230705,2,377.75,755.5
638,26038,3,183,2,20230910,4,541.8,2167.2
639,25164,2,13,3,20230524,2,439.39,878.78
640,20596,6,355,3,20230928,7,259.7,1817.9
641,24545,5,361,2,20230215,3,947.7,2843.1
642,28676,6,286,1,20230923,4,550.44,2201.76
643,28837,6,273,1,20230308,7,178.66,1250.62
644,24384,7,62,3,20230605,3,152.4,457.2
645,24733,8,368,3,20230128,3,322.5,967.5
646,28690,5,342,1,20231027,8,792.8,6342.4
647,27117,4,397,3,20230515,6,609.7,3658.2
648,28306,5,177,2,20230821,6,329.75,1978.5
649,29928,7,100,2,20230802,5,906.91,4534.55
650,27178,2,396,1,20230711,6,77.12,462.72
651,22294,2,445,3,20230411,2,511.02,1022.04
652,23630,5,233,2,20230907,5,745.29,3726.45
653,20146,1,403,4,20230202,5,901.66,4508.3
654,23453,1,76,3,20231019,1,685.9,685.9
655,24507,8,265,3,20231014,1,943.18,943.18
656,27751,1,284,2,20230901,8,362.41,2899.28
657,25628,1,206,4,20230707,8,808.34,6466.72
658,23360,7,384,1,20230319,2,89.18,178.36
659,23005,3,52,2,20230108,5,294.68,1473.4
660,23552,5,339,2,20231018,7,289.33,2025.31
661,25097,7,69,2,20231205,2,750.44,1500.88
662,28640,5,99,1,20231130,6,856.07,5136.42
663,29137,3,25,4,20231031,7,29.41,205.87
664,25618,4,436,2,20230121,9,256.44,2307.96
665,26901,2,469,2,20230614,5,404.57,2022.85
666,24188,8,53,3,20230228,6,46.68,280.08
667,20238,5,151,1,20230711,7,707.75,4954.25
668,20204,2,144,2,20230524,5,238.33,1191.65
669,25552,4,57,3,20230820,4,326.33,1305.32
670,24390,2,109,2,20231006,5,125.87,629.35
671,22687,8,181,2,20231105,3,671.5,2014.5
672,24951,6,42,4,20230918,1,514.13,514.13
673,25388,3,423,3,20230430,2,505.33,1010.66
674,29540,8,398,2,20230729,1,166.25,166.25
675,25126,8,223,2,20230809,3,497.75,1493.25
676,29012,7,133,3,20230420,8,842.94,6743.52
677,20192,2,163,2,20230114,5,526.72,2633.6
678,23645,2,221,2,20230604,1,301.35,301.35
679,26314,7,235,3,20231003,5,761.83,3809.15
680,28442,6,331,2,20230107,3,244.44,733.32
681,21788,5,146,2,20230124,6,308.47,1850.82
682,23700,8,76,3,20231021,6,843.51,5061.06
683,26811,6,442,1,20231231,7,315.7,2209.9
684,29288,8,492,2,20231129,5,800.29,4001.45
685,22679,8,401,2,20230902,1,358.78,358.78
686,23904,2,253,2,20230521,2,564.23,1128.46
687,27260,8,230,3,20230505,9,91.84,826.56
688,20504,1,7,2,20230410,2,193.56,387.12
689,29579,2,141,2,20230201,5,70.69,353.45
690,23816,5,170,1,20230525,9,921.07,8289.63
691,20717,3,393,3,20230215,8,222.13,1777.04
692,24434,8,434,3,20230119,9,459.69,4137.21
693,20658,2,283,1,20230908,8,786.08,6288.64
694,25057,6,122,2,20230215,5,423.82,2119.1
695,24008,2,194,2,20230103,7,641.02,4487.14
696,24994,2,5,3,20231129,2,14.32,28.64
697,24234,1,29,2,20231127,1,933.89,933.89
698,24637,4,422,4,20231201,8,727.62,5820.96
699,22104,7,339,3,20230418,9,317.86,2860.74
700,29447,1,136,2,20231108,4,401.53,1606.12
701,22607,4,321,2,20231227,8,582.8,4662.4
702,28385,1,342,4,20230328,5,943.92,4719.6
703,23719,7,500,3,20230521,4,757.88,3031.52
704,22581,6,145,1,20230217,8,120.47,963.76
705,22565,6,327,2,20231009,2,734.97,1469.94
706,26328,2,301,3,20230822,8,832.38,6659.04
707,25991,7,132,2,20231203,9,974.93,8774.37
708,23406,1,292,3,20230925,1,737.63,737.63
709,28923,8,70,1,20230828,9,47.82,430.38
710,24780,5,252,3,20231020,9,829.76,7467.84
711,24177,5,415,2,20230615,1,15.87,15.87
712,26476,5,275,3,20230522,6,848.93,5093.58
713,22604,2,445,2,20230506,4,729.83,2919.32
714,28181,1,364,1,20230304,6,613.35,3680.1
715,22382,2,182,3,20230911,4,97.13,388.52
716,20531,6,167,2,20230708,8,395.37,3162.96
717,29961,3,346,4,20230628,6,827.12,4962.72
718,20002,3,19,4,20230113,4,285.27,1141.08
719,28397,8,39,2,20231114,7,15.27,106.89
720,25626,8,451,2,20230309,2,648.46,1296.92
721,27739,3,173,2,20230513,2,347.47,694.94
722,26003,5,141,3,20230909,9,658.02,5922.18
723,22890,8,242,3,20230330,1,596.0,596.0
724,26239,2,220,2,20230904,6,431.31,2587.86
725,20897,2,148,3,20231215,4,176.55,706.2
726,29471,3,456,2,20230622,9,652.21,5869.89
727,20670,3,317,2,20230727,3,943.18,2829.54
728,26460,6,423,2,20230929,5,173.72,868.6
729,25255,7,387,2,20230227,5,50.82,254.1
730,20249,3,461,2,20230515,1,441.69,441.69
731,26457,6,348,3,20230203,6,347.17,2083.02
732,21892,1,190,2,20230120,9,503.15,4528.35
733,23439,5,191,3,20230803,1,293.79,293.79
734,23792,4,312,3,20231219,3,662.35,1987.05
735,25330,2,417,2,20230220,3,872.83,2618.49
736,27871,6,422,2,20230328,4,312.52,1250.08
737,28235,8,117,2,20230211,9,512.56,4613.04
738,24678,8,44,2,20230126,6,564.75,3388.5
739,29480,1,160,2,20231102,6,847.66,5085.96
740,28411,7,317,3,20230921,5,976.31,4881.55
741,21925,3,303,2,20230713,9,39.72,357.48
742,28995,8,213,2,20230223,8,579.79,4638.32
743,25876,8,252,3,20231224,7,227.91,1595.37
744,29685,2,229,3,20230328,3,923.27,2769.81
745,22891,2,147,3,20230713,6,509.98,3059.88
746,29897,2,20,2,20231030,9,859.08,7731.72
747,23516,1,441,2,20230728,5,115.82,579.1
748,23340,7,402,2,20231116,8,743.37,5946.96
749,20053,4,233,2,20231219,9,708.43,6375.87
750,22575,8,305,2,20231224,2,750.27,1500.54
751,20615,6,14,3,20231030,5,628.78,3143.9
752,25944,1,143,2,20230428,5,804.44,4022.2
753,27404,3,415,3,20230831,5,385.1,1925.5
754,26859,3,54,3,20230426,9,95.39,858.51
755,28841,8,374,2,20230530,4,773.86,3095.44
756,25455,8,144,4,20230531,6,357.41,2144.46
757,23801,6,471,3,20230601,1,801.68,801.68
758,22561,1,441,4,20231122,5,498.15,2490.75
759,20857,1,330,2,20230422,1,627.65,627.65
760,24886,7,224,3,20231210,3,647.46,1942.38
761,27485,5,272,3,20230224,2,403.75,807.5
762,20383,6,456,2,20230616,1,894.07,894.07
763,24334,6,358,1,20230924,8,939.72,7517.76
764,24290,2,460,1,20230728,1,539.77,539.77
765,22725,7,408,2,20230707,7,682.45,4777.15
766,26111,8,373,3,20230702,2,795.37,1590.74
767,24251,7,8,2,20230127,2,939.37,1878.74
768,20922,1,122,1,20230721,5,41.05,205.25
769,22915,6,348,2,20230121,8,636.6,5092.8
770,27957,1,164,2,20230405,9,72.34,651.06
771,23046,1,90,2,20230915,2,786.66,1573.32
772,29166,8,136,1,20230824,2,143.44,286.88
773,21230,6,186,2,20231219,4,177.41,709.64
774,27647,3,316,2,20231127,5,325.07,1625.35
775,24933,6,178,2,20230504,5,561.36,2806.8
776,29555,2,28,2,20231002,8,226.78,1814.24
777,23940,2,220,3,20231221,1,539.56,539.56
778,26483,1,357,2,20231124,1,140.75,140.75
779,20203,2,41,2,20230515,5,39.99,199.95
780,20160,4,228,3,20230303,1,281.18,281.18
781,28960,8,192,2,20230103,5,239.54,1197.7
782,26718,3,447,1,20230103,1,199.58,199.58
783,21093,1,201,2,20230203,9,723.68,6513.12
784,25710,2,461,1,20230917,4,559.05,2236.2
785,29732,8,220,4,20230110,9,838.85,7549.65
786,22875,8,240,3,20230604,8,741.39,5931.12
787,23191,7,413,2,20230625,3,510.53,1531.59
788,21837,5,397,2,20230315,7,134.79,943.53
789,20689,2,46,4,20230422,3,410.32,1230.96
790,23759,6,35,1,20230420,2,703.81,1407.62
791,22103,5,253,2,20230327,3,381.62,1144.86
792,20365,7,390,3,20231121,9,798.22,7183.98
793,28092,1,82,2,20231221,3,33.22,99.66
794,24172,7,371,3,20230422,6,541.5,3249.0
795,22378,5,197,2,20230419,3,398.6,1195.8
796,21205,5,303,4,20230724,8,824.51,6596.08
797,24988,2,409,3,20230527,6,453.88,2723.28
798,25669,1,450,2,20230807,9,129.14,1162.26
799,22735,8,10,3,20230916,3,759.89,2279.67
800,29867,8,312,3,20230531,3,737.14,2211.42
801,28490,5,286,1,20230417,8,28.69,229.52
802,20956,7,242,2,20231218,5,420.34,2101.7
803,29306,2,251,3,20230113,6,701.65,4209.9
804,26623,2,365,3,20230802,5,244.61,1223.05
805,21474,8,5,1,20230608,5,207.39,1036.95
806,24460,4,119,2,20231213,8,407.82,3262.56
807,27002,4,289,3,20231006,3,759.83,2279.49
808,26396,2,374,2,20230207,3,989.62,2968.86
809,22850,8,146,1,20230809,3,337.49,1012.47
810,22964,8,224,4,20230430,1,54.3,54.3
811,24594,2,239,1,20230111,5,957.74,4788.7
812,29141,5,177,2,20230114,2,316.67,633.34
813,26644,7,267,4,20230310,7,667.07,4669.49
814,20919,6,63,3,20230930,4,88.99,355.96
815,28305,5,217,2,20231215,4,943.48,3773.92
816,23504,8,342,3,20230828,9,935.45,8419.05
817,26047,1,283,3,20230104,8,410.07,3280.56
818,23839,8,177,2,20230816,2,516.9,1033.8
819,21258,2,461,3,20230623,2,577.92,1155.84
820,28706,3,98,3,20231122,6,545.75,3274.5
821,24804,5,105,1,20230205,1,500.11,500.11
822,20067,2,99,2,20230127,8,73.44,587.52
823,29788,2,385,2,20230709,2,734.46,1468.92
824,25660,8,405,3,20230117,7,357.84,2504.88
825,24478,4,496,2,20230508,5,356.36,1781.8
826,23521,5,6,2,20230630,8,787.9,6303.2
827,20572,4,476,3,20230108,4,217.56,870.24
828,27082,7,465,2,20231208,2,989.29,1978.58
829,25395,5,351,1,20230311,3,215.94,647.82
830,22258,2,133,1,20230522,6,811.58,4869.48
831,20650,8,259,3,20230515,9,375.37,3378.33
832,25741,3,437,3,20230809,5,594.33,2971.65
833,26838,3,23,2,20230311,4,696.94,2787.76
834,23262,4,165,3,20230226,5,402.27,2011.35
835,21338,6,202,1,20230220,8,877.66,7021.28
836,24996,3,458,4,20230914,5,790.24,3951.2
837,25780,7,83,3,20230706,6,855.8,5134.8
838,22827,7,145,4,20231025,7,831.95,5823.65
839,25232,4,85,3,20231021,5,202.05,1010.25
840,23539,1,457,2,20230307,5,793.44,3967.2
841,27845,3,366,2,20230406,7,199.86,1399.02
842,29229,1,1,4,20230414,8,498.1,3984.8
843,24383,1,51,4,20230212,3,415.35,1246.05
844,22961,4,173,2,20230515,4,39.18,156.72
845,23226,2,205,2,20230425,9,582.29,5240.61
846,27031,8,446,4,20230107,8,814.63,6517.04
847,29290,2,449,3,20230518,2,553.65,1107.3
848,23716,5,488,2,20230704,8,384.25,3074.0
849,23414,4,288,4,20230906,6,465.96,2795.76
850,21448,5,34,2,20230329,7,32.34,226.38
851,20570,1,348,2,20230916,3,564.29,1692.87
852,22904,2,95,2,20230322,1,413.1,413.1
853,22505,3,72,2,20230506,1,539.45,539.45
854,20917,6,39,3,20231105,7,513.32,3593.24
855,21678,8,438,2,20230404,6,835.78,5014.68
856,29941,1,259,4,20230201,1,984.35,984.35
857,27086,7,379,4,20230125,5,998.61,4993.05
858,24749,3,306,2,20230801,4,830.38,3321.52
859,23505,6,268,1,20230729,7,360.7,2524.9
860,24529,1,449,2,20230704,6,304.52,1827.12
861,21135,4,54,1,20231208,5,699.47,3497.35
862,25162,1,478,1,20231130,7,972.44,6807.08
863,20206,1,222,2,20230113,9,567.01,5103.09
864,24875,3,251,3,20230830,5,159.41,797.05
865,21319,5,313,4,20231019,8,629.98,5039.84
866,21141,2,401,2,20230530,8,860.84,6886.72
867,24627,8,112,3,20230301,9,826.94,7442.46
868,27389,6,255,2,20230807,1,990.27,990.27
869,27323,3,407,1,20230512,4,463.07,1852.28
870,23255,4,207,2,20230109,3,724.36,2173.08
871,28281,7,229,2,20231121,7,323.68,2265.76
872,25213,6,341,1,20230313,1,214.92,214.92
873,24108,1,398,3,20230818,5,979.07,4895.35
874,23020,7,66,3,20230220,1,287.14,287.14
875,21857,5,75,2,20231028,3,298.31,894.93
876,28996,5,435,4,20230923,9,806.28,7256.52
877,29136,8,103,3,20230612,6,627.52,3765.12
878,22789,8,422,1,20230826,7,438.28,3067.96
879,23875,8,192,3,20231105,8,641.29,5130.32
880,29802,6,226,1,20231028,6,833.67,5002.02
881,28135,3,294,2,20230911,5,588.05,2940.25
882,26055,3,306,2,20231224,2,83.37,166.74
883,23882,8,98,3,20230428,5,619.46,3097.3
884,27175,1,338,1,20230908,2,951.03,1902.06
885,27129,1,286,2,20230112,1,384.19,384.19
886,25021,2,335,2,20231021,7,35.17,246.19
887,24735,8,347,2,20230306,6,591.64,3549.84
888,22387,6,435,1,20231027,2,701.23,1402.46
889,26582,7,447,1,20230728,4,474.74,1898.96
890,29133,8,482,1,20231031,2,534.14,1068.28
891,25866,1,308,3,20230426,7,833.92,5837.44
892,20975,3,166,2,20230226,2,87.49,174.98
893,27212,8,481,3,20230911,4,369.5,1478.0
894,21262,7,335,3,20231125,9,43.45,391.05
895,25047,3,30,1,20230308,3,218.28,654.84
896,27382,4,106,3,20230803,7,43.1,301.7
897,26231,3,51,1,20230416,8,107.03,856.24
898,23327,1,81,2,20230306,3,344.57,1033.71
899,22259,4,285,2,20231219,4,509.71,2038.84
900,21257,5,388,2,20230513,2,590.95,1181.9
901,20464,3,138,4,20230320,4,81.55,326.2
902,23294,8,184,4,20230608,5,664.62,3323.1
903,27431,4,330,4,20231222,8,494.69,3957.52
904,29076,3,340,3,20230224,2,214.38,428.76
905,23805,2,472,1,20230621,6,343.87,2063.22
906,26419,4,69,1,20230526,1,259.75,259.75
907,25750,8,34,3,20230815,5,411.35,2056.75
908,23856,1,262,1,20231119,9,24.06,216.54
909,26953,2,450,4,20230127,6,460.47,2762.82
910,26034,8,126,3,20231001,1,710.78,710.78
911,24589,7,235,1,20230803,5,349.68,1748.4
912,21546,1,43,2,20230417,9,524.8,4723.2
913,26065,4,240,2,20231007,6,53.47,320.82
914,21094,7,459,2,20230302,9,776.2,6985.8
915,22411,7,371,3,20231102,4,498.57,1994.28
916,22617,7,111,3,20230502,7,739.86,5179.02
917,24145,1,151,2,20230417,1,851.76,851.76
918,22775,1,183,2,20231223,6,173.52,1041.12
919,23155,5,95,1,20230404,3,395.76,1187.28
920,23970,6,459,4,20230113,5,392.58,1962.9
921,27972,8,374,3,20230612,3,599.4,1798.2
922,28775,2,400,2,20231203,4,391.62,1566.48
923,25415,3,8,2,20231002,5,691.49,3457.45
924,24331,5,388,2,20230307,7,282.8,1979.6
925,26026,7,388,3,20230627,3,488.76,1466.28
926,28301,1,184,2,20230117,8,328.45,2627.6
927,20191,4,281,3,20230621,7,382.62,2678.34
928,29095,7,195,1,20230529,7,784.57,5491.99
929,20861,7,352,2,20230129,7,324.78,2273.46
930,26711,5,195,1,20231006,1,170.28,170.28
931,29275,4,155,2,20230625,5,922.57,4612.85
932,20649,3,93,3,20230624,5,203.61,1018.05
933,24134,4,160,3,20231118,6,564.64,3387.84
934,27587,4,434,2,20231126,4,269.92,1079.68
935,28828,5,61,4,20230821,8,312.39,2499.12
936,21036,8,122,3,20230725,1,709.17,709.17
937,24131,1,51,2,20230403,3,460.77,1382.31
938,22148,2,403,2,20230324,6,404.17,2425.02
939,25457,2,277,4,20230510,7,481.72,3372.04
940,22430,4,466,3,20230515,9,915.3,8237.7
941,21879,7,92,2,20230113,3,456.08,1368.24
942,27542,7,170,3,20230812,3,19.97,59.91
943,22011,3,317,3,20230829,3,444.27,1332.81
944,23373,5,22,3,20231102,5,214.85,1074.25
945,21289,3,326,2,20231103,1,810.94,810.94
946,21447,6,1,3,20230426,4,675.17,2700.68
947,23199,2,133,2,20230522,6,966.18,5797.08
948,26381,6,233,3,20231128,1,866.41,866.41
949,26059,7,346,2,20230818,8,155.33,1242.64
950,23183,3,46,2,20230627,5,27.26,136.3
951,25462,5,34,2,20231103,4,82.85,331.4
952,23216,7,433,4,20231008,2,781.28,1562.56
953,23136,1,78,2,20230420,5,966.52,4832.6
954,22782,4,301,3,20230919,4,146.99,587.96
955,29182,5,411,2,20230103,5,748.79,3743.95
956,27657,2,73,3,20230118,7,514.96,3604.72
957,24920,1,282,3,20231125,3,641.44,1924.32
958,26324,7,249,3,20230313,6,42.65,255.9
959,28417,8,121,3,20230710,6,673.62,4041.72
960,20776,7,214,1,20230724,9,933.45,8401.05
961,25208,4,239,2,20230614,2,115.42,230.84
962,20687,6,56,3,20230815,3,229.43,688.29
963,25067,8,107,2,20230914,1,205.43,205.43
964,28080,6,319,3,20230906,5,926.01,4630.05
965,25518,5,48,2,20230515,7,948.0,6636.0
966,22153,2,61,4,20231118,8,637.71,5101.68
967,29486,8,337,2,20230514,5,986.17,4930.85
968,26094,3,26,2,20231221,8,768.37,6146.96
969,29718,1,257,3,20230430,3,538.06,1614.18
970,24774,7,8,2,20230729,8,264.2,2113.6
971,27692,7,113,1,20230504,5,416.17,2080.85
972,23103,3,355,2,20231222,1,906.93,906.93
973,22440,8,253,3,20231110,4,938.51,3754.04
974,24135,4,180,2,20231214,2,770.72,1541.44
975,27124,5,207,4,20230127,8,507.11,4056.88
976,25201,7,303,2,20230930,9,260.33,2342.97
977,20844,6,127,3,20231028,2,47.74,95.48
978,20446,7,56,3,20230922,4,577.42,2309.68
979,23915,5,214,3,20230101,9,334.17,3007.53
980,21234,4,474,2,20230810,8,139.53,1116.24
981,26587,2,28,4,20230805,4,434.9,1739.6
982,20226,2,471,4,20230515,4,25.58,102.32
983,24143,8,78,4,20230226,4,664.77,2659.08
984,27185,1,216,3,20230729,8,92.37,738.96
985,25558,4,386,3,20230508,5,699.83,3499.15
986,20186,4,365,3,20230723,9,465.78,4192.02
987,29040,8,187,2,20230929,3,980.19,2940.57
988,21252,4,371,1,20230828,2,415.25,830.5
989,25509,2,7,2,20230413,1,607.6,607.6
990,25074,8,3,3,20231005,5,59.52,297.6
991,21881,1,111,2,20230926,1,791.35,791.35
992,24405,1,363,3,20230304,1,817.05,817.05
993,26139,3,239,4,20231227,7,595.18,4166.26
994,21574,2,493,1,20230808,7,904.94,6334.58
995,21695,6,274,4,20230603,5,738.54,3692.7
996,21445,7,371,3,20230429,6,406.32,2437.92
997,26263,3,15,4,20230919,4,978.54,3914.16
998,20052,3,473,3,20230206,8,44.16,353.28
999,29949,4,119,1,20231023,2,715.07,1430.14
1000,25570,5,485,2,20231015,6,603.11,3618.66
1001,27579,6,28,2,20230803,9,424.19,3817.71
1002,21666,5,202,1,20231016,8,559.26,4474.08
1003,22785,1,441,2,20230802,5,225.05,1125.25
1004,28597,2,231,3,20230217,7,223.31,1563.17
1005,26855,2,86,3,20231130,8,813.74,6509.92
1006,28263,6,126,4,20230929,9,228.04,2052.36
1007,29421,6,300,4,20231227,4,420.17,1680.68
1008,29759,5,25,3,20231103,5,930.64,4653.2
1009,24482,2,145,3,20230201,6,963.85,5783.1
1010,27243,2,212,1,20231114,4,376.39,1505.56
1011,29018,6,25,1,20231006,1,136.35,136.35
1012,25918,2,68,3,20230607,9,158.34,1425.06
1013,25374,3,67,3,20230909,2,311.59,623.18
1014,27869,3,233,2,20230724,5,30.27,151.35
1015,20307,1,109,3,20231219,9,536.59,4829.31
1016,24820,6,111,3,20230210,4,824.99,3299.96
1017,23558,4,228,2,20230610,7,235.17,1646.19
1018,26531,2,470,2,20230130,9,680.36,6123.24
1019,24620,4,34,3,20230208,1,206.93,206.93
1020,22985,5,111,2,20231015,8,838.65,6709.2
1021,28467,3,424,2,20231108,5,143.45,717.25
1022,22547,4,369,2,20230203,2,445.75,891.5
1023,20336,5,236,1,20230421,3,393.26,1179.78
1024,22979,3,83,4,20231206,8,355.98,2847.84
1025,23968,3,42,2,20230721,7,670.24,4691.68
1026,20910,3,425,4,20231104,3,592.21,1776.63
1027,21996,1,101,2,20230514,2,10.18,20.36
1028,25447,3,180,2,20231113,5,343.42,1717.1
1029,25850,8,320,1,20230415,5,844.52,4222.6
1030,24204,8,226,2,20231220,3,395.88,1187.64
1031,27446,7,443,2,20231014,7,132.99,930.93
1032,28519,4,440,4,20231007,4,668.48,2673.92
1033,29991,7,315,2,20230701,7,953.64,6675.48
1034,24876,6,229,1,20231216,1,476.4,476.4
1035,28102,1,377,2,20230129,6,133.37,800.22
1036,29712,8,289,3,20230114,8,711.09,5688.72
1037,28347,6,437,3,20231109,5,257.74,1288.7
1038,25592,8,150,3,20231022,7,745.23,5216.61
1039,21724,6,277,4,20230206,3,867.04,2601.12
1040,23343,2,198,2,20231125,6,647.43,3884.58
1041,20886,6,70,2,20230213,4,761.89,3047.56
1042,20721,1,112,2,20230316,6,731.74,4390.44
1043,27678,4,4,2,20231029,2,508.18,1016.36
1044,29104,2,350,3,20230430,6,564.61,3387.66
1045,23357,1,331,2,20230902,5,966.4,4832.0
1046,20870,6,446,4,20230516,7,910.21,6371.47
1047,26751,2,318,4,20231124,7,738.72,5171.04
1048,21756,4,95,2,20230829,2,896.16,1792.32
1049,21117,5,152,4,20230515,3,894.71,2684.13
1050,26992,7,247,4,20230418,1,232.65,232.65
1051,20142,5,243,2,20231029,8,374.11,2992.88
1052,23435,4,40,3,20231202,4,702.55,2810.2
1053,26622,8,229,2,20231107,5,516.91,2584.55
1054,27069,3,36,2,20230613,2,347.61,695.22
1055,22786,7,75,4,20230106,4,983.12,3932.48
1056,23791,1,4,1,20230819,4,636.7,2546.8
1057,23871,7,134,2,20230915,9,354.53,3190.77
1058,21806,1,118,4,20230124,6,616.19,3697.14
1059,21504,5,369,3,20230322,2,72.46,144.92
1060,23308,1,94,3,20230727,8,319.36,2554.88
1061,29536,2,194,2,20230408,8,981.6,7852.8
1062,23303,7,335,1,20231109,6,487.68,2926.08
1063,23113,6,203,2,20230123,9,678.44,6105.96
1064,29074,2,392,2,20231017,1,467.87,467.87
1065,27850,8,26,2,20230527,7,34.0,238.0
1066,26416,6,435,1,20230501,2,179.98,359.96
1067,28924,8,300,2,20231004,8,20.42,163.36
1068,23924,1,326,4,20231108,8,838.96,6711.68
1069,29783,8,118,2,20231116,7,208.76,1461.32
1070,24485,2,324,3,20230703,9,445.73,4011.57
1071,28100,1,275,2,20230210,4,491.58,1966.32
1072,24917,3,113,3,20230716,4,782.02,3128.08
1073,25831,3,140,4,20230627,8,859.37,6874.96
1074,29448,2,47,3,20230715,5,889.81,4449.05
1075,24322,4,1,2,20230928,5,287.41,1437.05
1076,26999,2,90,2,20230221,8,797.63,6381.04
1077,29008,4,142,1,20230909,6,239.47,1436.82
1078,27282,1,320,2,20230720,9,460.81,4147.29
1079,29278,1,293,3,20230905,1,424.26,424.26
1080,21874,1,382,2,20231118,8,463.06,3704.48
1081,29062,3,139,1,20230913,3,235.22,705.66
